,Job Title,Company,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
10,Big Data Engineer,4FMV Inc.,"['big data engineer', 'downstream data lakeconsumers', 'big data engineerwill', 'newly created data', 'big data platform', 'big data environment', 'data access controlsare', 'additional data sources', 'data analytics technologies', 'data views', 'organizations dataanalytics visualization', 'test analysis/data models', 'communication skills clearlydocuments', 'results key qualifications', 'software development experience', 'data feeds', 'data sets', 'data queries', 'hadoop relatedtechnologies', 'union station', 'third-party software', 'downtown toronto.', 'business needs', 'security team', 'ongoing monitoring', 'access activities', 'it.in addition', 'agood communicator', 'business drivers', 'python familiarity', 'practical experience', 'statistical modelingtools', 'collaborative approach', 'assignments', 'client', 'tableau', 'impala', 'hive', 'contract', 'design,build', 'analyticsprogram.in', 'role', 'successfulcandidate', 'maintenance', 'requirements.as', 'accountability', 'spark', 'place', 'manage,maintain', 'analysts', '4fmv', 'datascientists', 'applications', 'knowledge', 'bestpractices', 'strategy', 'businessrequirements', 'takesownership', 'quality', 'quantitativefield', 'mapreduce', 'sqoop', 'scala,java', 'languages']","['Data', 'Knowledge', 'Data analysis', 'Hadoop']","['big data', 'big data', 'visualization', 'big data', 'visualization', 'big data', 'big data', 'big data']",['team'],"['scala', 'java', 'sql', 'python', 'tableau', 'r', 'hive', 'mapreduce']"
11,Consulting Data Engineer,PwC,"['leading-edge data management', 'big data', 'core data science', 'big data technologies', 'big data tools.', 'big data infrastructure', 'career.  analytics practice', 'client engagement phases', 'data ingestion', 'work performance. ability', 'hadoop ecosystem tools', 'client data', 'positive working environment', 'tacit subject-matter expertise', 'future leaders… people', 'building solid relationships', 'key cloud platforms', 'complex business problems', 'core consulting actions', 'senior team member.', 'professional business environment.', 'major cloud capabilities', 'key analytic platforms', 'complex technical solutions', 'internal functional areas', 'marketing campaign platforms', 'deep subject matter', 'strong consensus building', 'outstanding track record', 'automation manual processes', 'google cloud platform', 'proactively seeking guidance', 'file systems.  requirements', 'e.g. leverage google', 'olap/data cubes creations', 'subject matter expert', 'increase marketing effectiveness', 'services. strong background', 'inclusive workplace environment', 'strong client-facing abilities', 'party data', 'data engineers', 'data engineer', 'data formats', 'data lake', 'data engineering', 'data sources', 'data storage', 'unstructured data', 'diverse workforce representative', 'client architecture', 'best-in-breed client', 'client needs', 'pertinent client', 'client problem', 'life.  pwc', 'client teams', 'client experience', 'work experience', 'analytics organization', 'business skills', 'consulting environment', 'internal research', 'research action', 'key areas.', 'team members', 'knowledge base.', 'enterprise architecture', 'key areas', 'problem-solving skills', 'private clients', 'external clients', 'personal brand', 'research centres', 'technical matters', 'public sector.', 'team roles', 'broad range', 'great way', 'financial services', 'party data.', 'better flexibility', 'technical leadership', 'drive advancements', 'various levels', 'ambiguous situations.', 'verbal formats', 'potential conflicts', 'exceptional value', 'fitness allowance', 'intellectual property', 'various audiences', 'electrical engineering', 'role drives', 'reporting practices', 'analytical projects', 'growth requirements', 'organized manner', 'multiple tasks']","['Cloud computing', 'Business intelligence', 'Data management', 'Problem solving', 'Data', 'Client-server', 'Subject matter expert', 'Theory']","['cloud', 'cloud', 'big data', 'machine learning', 'statistics', 'big data', 'unstructured', 'big data', 'cloud', 'cloud']","['consulting', 'consulting', 'consulting', 'team', 'consulting', 'consulting', 'team', 'team', 'team', 'team', 'verbal']","['hadoop', 'hadoop']"
12,Data Engineer,Nomis Solutions,"['data engineer  nomis', 'data engineering experience', 'big data processing', 'predictive analytics experience', 'exploratory data analysis', 'outstanding data expert', 'data management applications', 'design data warehouse', 'custom analytics applications', 'highest data quality', 'data engineering tooling', 'data stores application/implementation', 'data mining techniques', 'strong plus', 'cross-platform etl processes', 'java strong pluses', 'client services team', 'storage design oversee', 'standard schemas design', 'client services teams', 'incremental profits.   responsibilities', 'multiple clients administration', 'critical data', 'automated test suites', 'data science', 'business intelligence tooling', 'analytics team.', 'major cloud platform', 'nomis solutions', 'data warehouses', 'aws design', 'complex analytics', 'mapreduce/hive/spark data', 'reference data', 'nomis customers', 'physical data', 'data migration', 'data schema', 'data warehousing', 'analytics functions', 'etl pipelines', 'plus experience', 'tableau experience', 'requirement  experience', 'tools experience', 'win-win products', 'hadoop ecosystem', 'gcp proficiency', 'query processing', 'mpp databases', 'cutting-edge technology', 'storage systems', 'customer delivery', 'banking transactions', 'relational databases', 'code standards', 'implement hive/greenplum/redshift', 'highly disruptive.', 'apache airflow', 'capacity plans', 'following services', 'firehose', 'kinesis', 'workflows', 'emr', 'reviews', 'power', 'integration', 'datasets', 'company.', 'work', 'people', 'pricing', 'environment', 'track', 'microservices', 'guidelines', 'skills', 'expertise', 'knowledge', 'customize', 'community', 'w.r.t.', 'job', 'architectures']","['Business intelligence', 'Data mining', 'Data management', 'Data', 'Data warehouse', 'Data analysis', 'Extract, transform, load', 'Master Data Management', 'Data warehousing', 'Metadata', 'Database management system', 'Business intelligence tools', 'Database normalization']","['big data', 'cloud', 'cloud']","['team', 'team', 'team']","['tableau', 'spark', 'hadoop', 'python', 'sql', 'java']"
13,Data Engineer,AllianceData,"['production support team', 'data integration solutions', 'data integration team', 'data integration bachelor', 'data warehouse design', 'loyalty solutions. precima', 'client data warehouse', 'decisions.  alliance data', 'analytics experience qlikview', 'legislation.  alliance data', 'data model perform', 'deep analytics expertise', 'shopper insights.  precima', 'production support staff', 'precima  precima', 'global retail strategy', 'open-ended business problems', 'production jobs coach', 'design documentation design', 'customer-based marketing strategies.', 'consistent etl standards', 'global market leaders.', 'alliance data?a fortune', 'loyaltyone company. www.precima.com', 'analytic solutions', 'project timeline work', 'new solution processes', 'partner customer strategies.', 'critical technical issues', 'sql scripts/functions/stored procedures', 'cost-effective manner advise', 'microsoft office suite', 'station high impact', 'business requirements', 'therapy great health', 'operation procedure sop', 'hadoop lambda spark', 'term strategic gains', 'employment opportunity employer.', 'free shuttle service', 'best practices', 'balance free coffee', 'highest performing companies', 'comprehensive fact bases', 'precima team', 'fun.  precima', 'data engineer', 'data modeling', 'data analysis', 'uk. precima', 'data flows', 'data accuracy', 'purchase data', 'analytics company', 'data bricks', 'precima’s credentials', 'data-driven solutions', 'needs.  precima', 'innovative analytics', 'cutting-edge solutions', 'advanced analytics', 'business needs', 'business objectives.', 'etl mappings', 'etl environment', 'fast-growing company', 'price optimization', 'promotional optimization', 'global leader', 'global offices', 'hard-working teams', 'analytic activities', 'assortment optimization', 'loyaltyone consulting', 'first-hand experience', 'marketing agenda', 'export processes', 'customer loyalty.', 'head office', 'profitable product', 'boost profitability', 'grocery retailers', 'supplier collaboration.', 'senior management', 'air miles', 'technical specifications', 'aws redshift', 'positive energy', 'sales growth', 'validation processes', 'manage database', 'high-frequency retailers', 'code walkthroughs', 'timely manner', 'internal teams', 'analytical/operational reporting', 'current clients', 'strategic direction', 'competitive position', 'promotion decisions']","['Data', 'Fortune 500', 'Data mining', 'Data warehouse', 'Business intelligence', 'Fortune', 'Three schema approach', 'Data modeling', 'Data analysis', 'Data management', 'Fortune 1000', 'Experience', 'Marketing', 'Data model', 'Database management system', 'Extract, transform, load', 'Data integration', 'Analytics', 'Design']",['database'],"['creative', 'consulting', 'team', 'team', 'team', 'team', 'team']","['sql', 'sql', 'python']"
14,Hadoop Data Engineer,Bell,"['hadoop ecosystem. opportunity', 'hadoop data model', 'hadoop developer', 'bell business intelligence', 'hadoop platform.', 'hadoop administrators', 'hadoop space', 'hadoop tool', 'bell residential services', 'big data team', 'customer operations team', 'use. etl code', 'source environment. data', 'data quality/integrity testing', 'truly canadian company', 'related discipline. experience', 'customer service focus', 'continuous learning opportunities', 'development code. testing', 'production ready code', 'advanced analytical technique.', 'open source technologies', 'etl gui tool', 'bell mobility', 'cloudera specific tools', 'business intelligence culture', 'management job location', 'bell canada', 'team members', 'data scientists', 'best-in-class career', 'req id', 'communications company', 'centre tools', 'development opportunities', 'business stakeholders.', 'queue strategy', 'new tools', 'track record', 'team member', 'vast potential.', 'team player', 'key member', 'interesting work', 'architecture experience', 'new challenges', 'preferred experience', 'fix issues', 'share learning/advancements', 'contact centres', 'actively research', 'essential skills', 'following skills', 'li-nd1 bilingualism', 'additional information', 'role. applications', 'safe design.', 'position type', 'application deadline', 'map reduce', 'accessible environment', 'troubleshoot', 'diagnose', 'reviews', 'success.', 'generation', 'leaders.', 'employees.', 'team.', 'delivery', 'core', 'processes', 'tools.', 'optimization', 'documentation', 'hive', 'degree', 'science', 'assess', 'spark', 'asset', 'oozie', 'java', 'knowledge', 'email', 'employees', 'customers']","['Bell Canada', 'Bell Mobility', 'Virgin Mobile Canada', 'Bell Aliant', 'Open source', 'Northwestel', 'Customer service', 'Customer', 'Problem solving', 'The Bell', 'Data management', 'Montreal', 'The Source', 'Team', 'The A-Team', 'Fail-safe', 'Bell System', 'Extract, transform, load', 'Business intelligence', 'The Opportunity', 'Quebec', 'Data warehouse', 'Hadoop', 'Canada']",['big data'],"['passion', 'team', 'team', 'team', 'team', 'team', 'team', 'team']","['hadoop', 'hadoop', 'hadoop', 'spark', 'hive', 'java', 'hadoop', 'hadoop', 'hadoop', 'hadoop', 'hadoop']"
15,Big Data Engineer (Toronto),Wish,"['company description  wish', 'massive semi-structured datasets.', 'information retrieval softwares', 'big data experience', 'personalized shopping experience', 'mobile shopping applications', 'top-notch recommendation', 'data extraction', 'industry experience', 'impact immediately.', 'transformation pipelines', 'lucene/solr experience', 'data warehousing', 'marketplace.    requirements', 'data visualization', 'map/reduce framework', 'technical talent', 'people shop', 'digital mall', 'global scale.', 'relevant products', 'relevant people.', 'black friday', 'engineers', 'hadoop', 'nosql', 'linkedin', 'users', 'recode', 'techcrunch', 'billions', 'uber', 'rdbms', 'facebook', 'millions', 'signals', 'reviews', 'problems.', 'team', 'nimble.', 'process', 'event', 'knowledge', 'pinterest', 'yahoo', 'www.wish.com', 'way', 'insights', 'users.']","['Data management', 'Expert', 'Knowledge', 'SQL', 'Data mining', 'Experience', 'Information retrieval', 'Transformation', 'Million', 'Hadoop', 'Long and short scales', 'Data warehousing', 'Google', 'Social network service']","['structured', 'big data', 'data visualization']",['team'],['hadoop']
16,Data Engineer,Fathom Health,"['large-scale data labelling', 'large-scale data processing', 'exceptional data engineers', 'building data pipelines', 'large-scale cloud-based machine', 'largest health systems.', 'electronic health records', 'electronics health records', 'sources hands-on experience', 'ontology.   bonus points', 'medical data', 'experience building', 'data products', 'data infrastructure', 'data sources', 'healthcare data', 'fathom health', 'crowd-sourced labelling', 'clinician notes', 'medical ontologies', 'backend expert', 'compute clusters', 'broad range', 'human inputs.', 'expressive interfaces', 'hipaa. experience', 'amazon turk', 'organizational perspective.', 'nlp toolkits', 'solid understanding', 'analytic skills', 'right tool', 'testing dozens', 'unique combination', 'stanford corenlp', 'performant', 'world', 'hadoop', 'opennlp', 'terabytes', 'teammates', 'excitement', 'frameworks', 'mission', 'business', 'journals', 'ways', 'collaboration.', 'databases', 'spark.', 'variety', 'technologies', 'job.', 'training']","['Medicine', 'Knowledge', 'Learning', 'Computer', 'Amazon Mechanical Turk', 'Natural language processing', 'Amazon.com', 'Building', 'Ontology', 'Engineering', 'Electronic health record', 'Machine learning', 'Data', 'Source', 'Health Insurance Portability and Accountability Act', 'Construction', 'Expert', 'Clinic']","['cloud', 'machine learning', 'machine learning', 'machine learning']",['creative'],"['hadoop', 'spark', 'python']"
17,Senior Data Engineer,CPP Investment Board,"['cpp investment board', 'discretionary investment team.', 'discretionary investment process.', 'investment process. define', 'key investment decisions', 'investment process. exposure', 'investment professionals. partner', 'buy-side/sell-side investment firm', 'senior data engineer', 'edge analytical tools', 'big data tools', 'science preferred. experience', 'cloud platform/azure. experience', 'investing. experience building', 'large data sets', 'effective visual displays', 'cpp fund', 'cpp contributors', 'data analysis.', 'data. proficiency', 'matplotlib. proficiency', 'alternative data', 'fast-paced environment', 'technology solutions', 'mongo db', 'analytic tools', 'implement solutions', 'd3. experience', 'cloud providers', 'trade activities', 'business requirements', 'entrepreneurial environment', 'portfolio managers.', 'long-term value', 'requirements. ability', 'statistical analysis', 'self-starter. ability', 'university degree', 'shape cppib', 'flexible solutions', 'financial research', 'position requirements', 'statistical packages', 'beneficial. passion', 'programming languages', 'close partnership', 'hadoop', 'tableau', 'pandas', 'cassandra', 'hive', 'spark', 'reviews', 'software', 'opportunity', 'researchers', 'design', 'integration', 'engineering', 'role', 'methods']","['Statistics', 'Investment', 'Data', 'Computer program', 'Data set', 'Mutual fund', 'Cloud computing', 'Mathematics', 'Computer', 'Programming language', 'Finance', 'Scientific method', 'Requirement', 'Analytic capacity', 'Applied mathematics', 'Data visualization', 'Analysis']","['programming', 'cloud', 'cloud', 'big data']","['team', 'team', 'passion']","['python', 'tableau', 'hadoop']"
18,Data Engineer,Groupby Inc,"['data pipeline infrastructure', 'stateless stream-based data', 'cloud platform. groupby', 'product data enrichment', 'data warehousing solution', 'cloud-based solution augments', 'google cloud platform', 'modern cloud technologies', 'data-driven e-commerce platform', 'best-in-breed solution offerings.', 'pipeline efficiency  research', 'designing automated systems', 'a/b testing  skills', 'propose software design', 'message processing systems', 'a/b experimentation  exposure', 'excellent communication skills', 'data infrastructure', 'data engineer', 'hadoop tools', 'data services', 'data  proficiency', 'empower data', 'data quality', 'data visualization', 'it. groupby', 'site experience', 'onsite experience', 'kafka  experience', 'etl/ml infrastructure', 'analytic microservices', 'awesome people', 'r&d projects.', 'retail industry', 'site search', 'innovative thinkers', 'buyers. culture', 'agile environment', 'large amounts', 'spark jobs', 'capability.  test', 'customer’s legacy', 'multiple teams', 'new technologies', 'hue', 'dataflow', 'shoppers', 'hive', 'bash', 'business', 'billing', 'frameworks', 'broken.', 'world', 'way', 'platforms', 'core', 'freedom', 'products.', 'www.groupbyinc.com', 'dataproc', 'pubsub', 'kubernetes', 'development', 'libraries', 'scientists', 'questions', 'java', 'hdfs', 'yarn', 'solutions']","['Cloud computing', 'Data management', 'Data mining', 'Software testing', 'Knowledge', 'Test-driven development', 'Data', 'Agile software development']","['cloud', 'cloud', 'cloud', 'cloud', 'visualize', 'data visualization']",['team'],"['python', 'sql']"
19,Data Engineer,Index Exchange,"['data engineering team', 'index exchange', 'big data solutions', 'software engineering team', 'big data platform', 'opportunity index exchange', 'discrimination. index exchange', 'disabilities index exchange', 'equal opportunity employer', 'software engineering environment', 'traditional software development', 'data engineers', 'exciting challenges. things', 'radically different approaches', 'batch analytical capabilities.', 'building high performance', 'automatic testing frameworks', 'ontario human rights', 'small team', 'new tools', 'reasonable accommodation', 'data technologies', 'data pipeline', 'data warehousing', 'index exchange.', 'index  passionate', 'advertising exchange', 'immediate team', 'index exchange*', 'multiple terabytes', 'equal participation', 'agile environments', 'tools  knowledge', 'big deal', 'nosql systems', 'auction-related information', 'exciting technology', 'multi-petabyte clusters.', 'real time', 'cutting edge', 'plus  experience', 'right direction.', 'right away.', 'sql. familiarity', 'problem solver', 'constantly research', 'agile methodologies', 'artificial intelligence', 'scalable solution', 'high throughput', 'multiple approaches', 'business intelligence', 'business partners', 'amazing logic', 'selection process', 'latest trends', 'email ix.allhumanresources', 'everyone. accessibility', 'best way', 'cluster productivity', 'applicants', 'success', 'employees', 'disabilities.', 'indexexchange.com', 'science/engineering', 'hadoop', 'billions', 'autonomy', 'parse', 'shareholders', 'reviews', 'day.', 'data.', 'suite', 'hardware', 'generation', 'project', 'set', 'industry', 'clients', 'hand-holding', 'impala', 'hive', 'people', 'developments', 'experimentation', 'team.', 'study', 'love', 'projects', 'oversight', 'degree', 'kakfa', 'mapreduce', 'linux', 'java', 'c++', 'perl', 'golang']","['Discrimination', 'Equal opportunity', 'Equal Opportunity Employment', 'Affirmative action', 'Agile software development', 'Equal Employment Opportunity Commission']","['algorithms', 'big data', 'big data', 'big data']","['team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'team', 'passion']","['hadoop', 'spark', 'hive', 'mapreduce', 'java', 'c++']"
20,Data Scientist / Engineer (Data Architecture),Swift Medical,"['r&d team', 'next-generation medical imaging', 'experienced data scientist', 'big data tools', 'deep learning tools', 'data science concentration', 'data processing pipeline.', 'deep learning approaches', 'experienced research scientists', 'care management technology', 'toronto-based growth startup', 'science field.  experience', 'vision research lab.', 'production-ready systems.  designing', 'medically relevant insight.', 'automated quality analysis', 'strong senior scientists', 'large scale projects', 'employee stock option', 'swift medical.', 'medical’s r&d', 'medical ml', 'experienced team', 'medical imagery', 'close-knit team', 'machine learning', 'data engineer', 'tier vc', 'machine-vision technology', 'impactful fields', 'extensive dataset', 'art machine', 'art ml', 'r&d developments', 'right opportunity', 'innovative systems', 'great use.', 'venture-backed startup.', 'latest hardware', 'ground floor.', 'industry leaders.', 'senior researchers', 'real difference', 'new techniques', 'latest languages', 'osgoode station.', 'edge hardware', 'mobile devices', 'network edge.', 'track record', 'cloud infrastructure.', 'cloud-hosted.  mastery', 'healthcare industry', 'inference architectures', 'positive atmosphere.', 'great benefits', 'cloud environments.', 'competitive compensation', 'recruitment process', 'trained models', 'efficient distribution', 'production deployment', 'best thing', 'preferred qualifications', 'permanent position', 'operational stages', 'working', 'medicine', 'role', 'state', 'docker', 'experiments', 'curation', 'caffe', 'interns', 'familiarity', 'reviews', 'skills', 'company', 'world', 'you.', 'world.', 'industry.', 'in.', 'size', 'developers', 'extensiveness', 'capabilities', 'skills.', 'access', 'metadata.', 'performance', 'cost', 'students', 'basc.', 'msc.', 'engineering', 'wound', 'solutions.', 'pyspark']","['Artificial intelligence', 'Computer vision', 'Medicine', 'Data', 'Machine learning', 'Medical imaging', 'Learning', 'Scientist', 'Experience', 'Machine vision', 'Employee stock option', 'Computer']","['cloud', 'big data', 'machine learning', 'deep learning', 'cloud', 'machine learning', 'machine learning', 'deep learning', 'cloud']","['team', 'team', 'team', 'team', 'team', 'team', 'team']","['python', 'r']"
21,Junior Data Engineer (ETL),Quandl Inc,"['marketplace data team', 'successful data marketplace', 'sophisticated data acquisition', 'company overview  quandl', 'two-person fintech startups', 'billion-dollar hedge funds.', 'perks  frequent company', 'infrastructure.  job summary', 'fast-paced start-up environment', 'important.  competence matters.', 'job.  niceness matters.', 'generous vacation time', 'family-friendly company policies', 'other.  productivity matters.', 'options  health benefits', 'centrally located office', 'boxes. fresh graduates', 'family  flexible office', 'basic knowledge', 'semi-structured data', 'data economy.', 'data products', 'technical data', 'financial data', 'data engineering', 'data. quandl', 'day-to-day work', 'manual curation', 'generous salary', 'important resource', 'company culture', 'mission matters.', 'first-generation immigrant', 'communication skills', 'leadership  stipends', '21st century', 'major responsibility', 'business decisions', 'large amounts', 'database systems.', 'large quantities', 'successful candidate', 'unpleasant behavior.', 'precise documentation.', 'financial markets', 'strong skills', 'ideal candidate', 'role.  qualifications', 'delivery infrastructure', 'high-performance code', 'culture  avenues', 'analytical thinking', 'everyone.  benefits', 'equivalent qualifications', 'high-performance environment', 'professional development', 'visible minority.', 'social events', 'interesting challenges', 'heart', 'technology', 'experience', 'finance', 'science/engineering', 'off-sites', 'completeness', 'timeliness', 'teammates', 'git', 'ais', 'world', 'platform', 'professionals', 'discovery', 'foundation', 'success.', 'everybody', 'users', 'day.', 'organization', 'datasets', 'language', 'e.g.', 'perl', 'economics', 'degree', 'science', 'individuals', 'things', 'life', 'opportunity.', 'women', 'c-suite', 'millions', 'stock', 'growth', 'education', 'conferences', 'problems']","['Data', 'Computer', '21st century']","['unstructured', 'structured', 'database']","['team', 'team', 'team', 'verbal', 'team']","['python', 'perl']"
